yaml_file,model_name,scale,task,nc,layers,parameters,gradients,gflops,error
v11/Detect/yolov11-NFNet.yaml,yolov11-NFNet-l,l,detect,80,327,80965084,80965068,60.4,
v5/Detect/yolov5-AKConv.yaml,yolov5-AKConv-m,m,detect,80,210,22924156,22924140,60.4,
v5/OBB/yolov5-obb-p34.yaml,yolov5-obb-p34-m,m,obb,80,181,17780722,17780706,60.4,
v12/Detect/yolov12-CCFM.yaml,yolov12-CCFM-m,m,detect,80,326,15307008,15306992,60.5,
v12/Detect/yolov12-ShuffleAttention-CCFM.yaml,yolov12-ShuffleAttention-CCFM-m,m,detect,80,335,15307296,15307280,60.5,
v11/Pose/yolov11-DiT-C3k2-WTConv-CCFM-pose.yaml,yolov11-DiT-C3k2-WTConv-CCFM-pose-m,m,pose,80,285,18199193,18160265,60.6,
v5/Pose/yolov5-pose-p34.yaml,yolov5-pose-p34-m,m,pose,80,181,17806850,17806834,60.6,
v8/Segment/yolov8-SKAttention-seg.yaml,yolov8-SKAttention-seg-s,s,segment,80,170,33931296,33931280,60.6,
v5/Detect/yolov5-rtdetr.yaml,yolov5-rtdetr-m,m,detect,80,312,28460780,28460780,60.8,
v6/Pose/yolov6-3.0-pose-p2.yaml,yolov6-3.0-pose-p2-s,s,pose,80,175,17143764,17143748,60.8,
v7/Segment/yolov7-C3C2-CPCA-seg.yaml,yolov7-C3C2-CPCA-seg,-,segment,80,256,43337008,43336992,60.8,
v11/Detect/yolov11-GLNet.yaml,yolov11-GLNet-s,s,detect,80,529,32135825,32135809,60.9,
v7/Segment/yolov7-C3C2-CrissCrossAttention-seg.yaml,yolov7-C3C2-CrissCrossAttention-seg,-,segment,80,258,43324625,43324609,60.9,
v7/Segment/yolov7-C3C2-SegNextAttention-seg.yaml,yolov7-C3C2-SegNextAttention-seg,-,segment,80,262,43334576,43334560,60.9,
v7/Segment/yolov7-C3C2-seg.yaml,yolov7-C3C2-seg,-,segment,80,256,43320624,43320608,60.9,
X/Pose/yoloX-x-lite-c-pose.yaml,yoloX-x-lite-c-pose,-,pose,80,328,15356686,15356670,61,
v11/Detect/yolov11-PolaFormer.yaml,yolov11-PolaFormer-m,m,detect,80,282,29053504,29053488,61,
PicoDet/Pose/PicoDet-m-pose.yaml,PicoDet-m-pose,-,pose,80,526,4715452,4715436,61.1,
v7/Segment/yolov7-C3C2-GAMAttention-seg.yaml,yolov7-C3C2-GAMAttention-seg,-,segment,80,262,43413168,43413152,61.2,
fbrt-yolo/OBB/FBRT-yolo-m-obb.yaml,FBRT-yolo-m-obb-m,m,obb,80,181,7690126,7690110,61.3,
fbrt-yolo/Pose/FBRT-yolo-m-pose.yaml,FBRT-yolo-m-pose-m,m,pose,80,181,7716254,7716238,61.5,
v11/Detect/yolov11-DiT-C3k2-UIB-CCFM.yaml,yolov11-DiT-C3k2-UIB-CCFM-m,m,detect,80,237,18416640,18416624,61.5,
v11/Detect/yolov11-DiT-CCFM.yaml,yolov11-DiT-CCFM-m,m,detect,80,237,18416640,18416624,61.5,
v11/Detect/yolov11-FlashInternImage-CCFM.yaml,yolov11-FlashInternImage-CCFM-s,s,detect,80,400,24223720,24223704,61.6,
v11/Pose/yolov11-C3k2-FasterBlock-C2PSA-SENetV2-CCFM-pose.yaml,yolov11-C3k2-FasterBlock-C2PSA-SENetV2-CCFM-pose-m,m,pose,80,260,15076825,15076809,61.6,
v5/Segment/yolov5-ShuffleAttention-seg.yaml,yolov5-ShuffleAttention-seg-m,m,segment,80,226,26578304,26578288,61.6,
v11/Detect/yolov11-EViT.yaml,yolov11-EViT-m,m,detect,80,585,22412536,22412520,61.7,
v11/Pose/yolov11-C2PSA-MSDA-CCFM-pose.yaml,yolov11-C2PSA-MSDA-CCFM-pose-m,m,pose,80,260,15307225,15307209,61.7,
v11/Pose/yolov11-CCFM-pose.yaml,yolov11-CCFM-pose-m,m,pose,80,257,15245017,15245001,61.7,
v6/Segment/yolov6-3.0-seg-p7.yaml,yolov6-3.0-seg-p7-s,s,segment,80,248,45240736,45240720,61.7,
v11/Pose/yolov11-CCFM-C2PSA-DAT-pose.yaml,yolov11-CCFM-C2PSA-DAT-pose-m,m,pose,80,259,15331801,15331785,61.8,
v11/Pose/yolov11-EfficientViT-Microsoft-CCFM-pose.yaml,yolov11-EfficientViT-Microsoft-CCFM-pose-x,x,pose,80,506,18063385,18063369,61.8,
v8/Detect/yolov8-C2f-DRB.yaml,yolov8-C2f-DRB-m,m,detect,80,290,20052592,20052576,61.8,
v8/OBB/yolov8-MobileOne-obb.yaml,yolov8-MobileOne-obb-m,m,obb,80,237,20970115,20970099,61.8,
v8/Pose/yolov8-MobileOne-pose.yaml,yolov8-MobileOne-pose-m,m,pose,80,237,21017083,21017067,62,
v11/Detect/yolov11-C3k2-ConvNeXtV2Block-BiFPN.yaml,yolov11-C3k2-ConvNeXtV2Block-BiFPN-m,m,detect,80,280,18389577,18389561,62.1,
v11/Detect/yolov11-UniNeXt-CCFM.yaml,yolov11-UniNeXt-CCFM-s,s,detect,80,509,26471080,26471064,62.1,
v11/Detect/yolov11-C3k2-OREPA-backbone.yaml,yolov11-C3k2-OREPA-backbone-m,m,detect,80,217,24067200,24067184,62.4,
v11/Detect/yolov11-EMOv2.yaml,yolov11-EMOv2-l,l,detect,80,534,15316776,15316760,62.6,
v5/OBB/yolov5-AKConv-obb.yaml,yolov5-AKConv-obb-m,m,obb,80,225,23567695,23567679,62.6,
v11/Detect/yolov11-COSNet.yaml,yolov11-COSNet-m,m,detect,80,394,23821888,23821872,62.8,
v11/Detect/yolov11-C3k2-WTConv.yaml,yolov11-C3k2-WTConv-m,m,detect,80,265,18731840,18680624,62.9,
v11/Detect/yolov11-OREPA.yaml,yolov11-OREPA-l,l,detect,80,353,44972800,44972784,63.1,
v7/Segment/yolov7-MobileOne-seg.yaml,yolov7-MobileOne-seg,-,segment,80,332,56111408,56111392,63.4,
v5/Detect/yolov5-transformer.yaml,yolov5-transformer-m,m,detect,80,203,24964384,24964368,63.5,
v5/Segment/yolov5-mobile3s-seg.yaml,yolov5-mobile3s-seg,-,segment,80,242,7119246,7119230,63.5,
v11/Detect/yolov11-QARepVGG.yaml,yolov11-QARepVGG-l,l,detect,80,348,23669376,23669360,63.6,
v12/Pose/yolov12-CCFM-pose.yaml,yolov12-CCFM-pose-m,m,pose,80,341,15870681,15870665,63.7,
v11/Detect/yolov11-RepVGG.yaml,yolov11-RepVGG-l,l,detect,80,369,23684032,23684016,63.8,
v8/Detect/yolov8-C2f-RetBlock.yaml,yolov8-C2f-RetBlock-m,m,detect,80,282,21721456,21721440,64,
v11/Detect/yolov11-ResNet.yaml,yolov11-ResNet-n,n,detect,80,210,23203632,23203616,64.1,
v5/Detect/yolov5-AIFI.yaml,yolov5-AIFI-m,m,detect,80,201,25015328,25015312,64.1,
v5/Detect/yolov5-sn2.yaml,yolov5-sn2-m,m,detect,80,205,24698752,24698736,64.1,
v6/Segment/yolov6-3.0-seg-p2.yaml,yolov6-3.0-seg-p2-t,t,segment,80,182,10054608,10054592,64.1,
v7/Segment/yolov7-tiny-MobileNetv3-seg.yaml,yolov7-tiny-MobileNetv3-seg,-,segment,80,282,7747006,7746990,64.1,
v7/Classify/yolov7-DCNv2-cls.yaml,yolov7-DCNv2-cls,-,classify,80,93,15159415,15159415,64.3,
Other/ParCNetv2/v8/Detect/yolov8-ParCNetv2-XT.yaml,yolov8-ParCNetv2-XT-m,m,detect,80,164,17148992,17148976,64.4,
v10/Detect/yolov10m.yaml,yolov10m-m,m,detect,80,289,16576768,16576752,64.5,
v10/yolov10m.yaml,yolov10m-m,m,detect,80,289,16576768,16576752,64.5,
v11/Detect/yolov11-CCFM-C2PSA-DAT-v10Detect.yaml,yolov11-CCFM-C2PSA-DAT-v10Detect-m,m,detect,80,288,15809200,15809184,64.5,
v11/Detect/yolov11-TransXNet.yaml,yolov11-TransXNet-m,m,detect,80,878,23899458,23899442,64.5,
v5/Detect/yolov5-CoordAtt.yaml,yolov5-CoordAtt-m,m,detect,80,205,25131448,25131432,64.6,
v5/Detect/yolov5-ECAAttention.yaml,yolov5-ECAAttention-m,m,detect,80,201,25111459,25111443,64.6,
v5/Detect/yolov5-LeakyReLU.yaml,yolov5-LeakyReLU-m,m,detect,80,198,25111456,25111440,64.6,
v5/Detect/yolov5-SimSPPF.yaml,yolov5-SimSPPF-m,m,detect,80,199,25111456,25111440,64.6,
v5/Detect/yolov5.yaml,yolov5-m,m,detect,80,198,25111456,25111440,64.6,
v5/yolov5.yaml,yolov5-m,m,detect,80,198,25111456,25111440,64.6,
v11/Detect/yolov11-C3k2-MLLABlock-2-SlimNeck.yaml,yolov11-C3k2-MLLABlock-2-SlimNeck-m,m,detect,80,449,20060160,20060144,64.7,
v5/Detect/yolov5-SEAttention.yaml,yolov5-SEAttention-m,m,detect,80,203,25185184,25185168,64.7,
v5/Detect/yolov5-CAConv.yaml,yolov5-CAConv-m,m,detect,80,262,25228660,25228644,64.9,
v5/Detect/yolov5-SegNextAttention.yaml,yolov5-SegNextAttention-m,m,detect,80,206,25786528,25786512,65.1,
v5/Detect/yolov5-CrissCrossAttention.yaml,yolov5-CrissCrossAttention-m,m,detect,80,202,25849697,25849681,65.2,
v5/Segment/yolov5-Shufflenetv2-seg.yaml,yolov5-Shufflenetv2-seg-l,l,segment,80,255,7369440,7369424,65.2,
v11/Detect/yolov11-Mamba.yaml,yolov11-Mamba-m,m,detect,80,453,19216512,19216496,65.4,
v11/Detect/yolov11-C3k2-MLLABlock-2.yaml,yolov11-C3k2-MLLABlock-2-m,m,detect,80,457,19283328,19283312,65.5,
v8/Segment/yolov8-mobile3s-seg.yaml,yolov8-mobile3s-seg,-,segment,80,230,8011406,8011390,65.6,
v5/Detect/yolov5-p6.yaml,yolov5-p6-m,m,detect,80,259,41222064,41222048,65.7,
v5/yolov5-p6.yaml,yolov5-p6-m,m,detect,80,259,41222064,41222048,65.7,
v11/Pose/yolov11-C3k2-ConvNeXtV2Block-BiFPN-pose.yaml,yolov11-C3k2-ConvNeXtV2Block-BiFPN-pose-m,m,pose,80,295,19248162,19248146,65.8,
v11/Pose/yolov11-LightHGNetV2-l-CCFM-pose.yaml,yolov11-LightHGNetV2-l-CCFM-pose-l,l,pose,80,376,21867753,21867737,65.8,
v5/Detect/yolov5-l-mobilenetv3s.yaml,yolov5-l-mobilenetv3s,-,detect,80,259,27413454,27413438,65.8,
v5/OBB/yolov5-transformer-obb.yaml,yolov5-transformer-obb-m,m,obb,80,218,25607923,25607907,65.8,
v5/Segment/yolov5-Lite-c-seg.yaml,yolov5-Lite-c-seg-l,l,segment,80,248,7955328,7955312,65.9,
v5/Detect/yolov5-BoT3.yaml,yolov5-BoT3-m,m,detect,80,211,27033760,27033744,66,
v11/Detect/yolov11-Conv2Former.yaml,yolov11-Conv2Former-m,m,detect,80,333,24233632,24233616,66.1,
v11/Detect/yolov11-SlimNeck.yaml,yolov11-SlimNeck-m,m,detect,80,336,20403840,20403824,66.2,
v5/Detect/yolov5-CARAFE.yaml,yolov5-CARAFE-m,m,detect,80,202,25702776,25702760,66.2,
v5/OBB/yolov5-AIFI-obb.yaml,yolov5-AIFI-obb-m,m,obb,80,216,25658867,25658851,66.3,
v11/Detect/yolov11-RMT.yaml,yolov11-RMT-m,m,detect,80,353,23859168,23859152,66.5,
v5/Detect/yolov5-CPCA.yaml,yolov5-CPCA-m,m,detect,80,200,26292640,26292624,66.5,
v5/Pose/yolov5-AIFI-pose.yaml,yolov5-AIFI-pose-m,m,pose,80,216,25711019,25711003,66.5,
v5/Detect/yolov5-DAttention.yaml,yolov5-DAttention-m,m,detect,80,209,27547552,27547536,66.6,
v5/OBB/yolov5-CoordAtt-obb.yaml,yolov5-CoordAtt-obb-m,m,obb,80,220,25774987,25774971,66.8,
v5/OBB/yolov5-ECAAttention-obb.yaml,yolov5-ECAAttention-obb-m,m,obb,80,216,25754998,25754982,66.8,
v5/OBB/yolov5-LeakyReLU-obb.yaml,yolov5-LeakyReLU-obb-m,m,obb,80,213,25754995,25754979,66.8,
v5/OBB/yolov5-SimSPPF-obb.yaml,yolov5-SimSPPF-obb-m,m,obb,80,214,25754995,25754979,66.8,
v5/OBB/yolov5-obb.yaml,yolov5-obb-m,m,obb,80,213,25754995,25754979,66.8,
v5/OBB/yolov5-SEAttention-obb.yaml,yolov5-SEAttention-obb-m,m,obb,80,218,25828723,25828707,66.9,
v5/Detect/yolov5-hornet-backbone.yaml,yolov5-hornet-backbone-m,m,detect,80,170,27253216,27253200,67,
v5/Pose/yolov5-CoordAtt-pose.yaml,yolov5-CoordAtt-pose-m,m,pose,80,220,25827139,25827123,67,
v5/Pose/yolov5-ECAAttention-pose.yaml,yolov5-ECAAttention-pose-m,m,pose,80,216,25807150,25807134,67,
v5/Pose/yolov5-LeakyReLU-obb.yaml,yolov5-LeakyReLU-obb-m,m,pose,80,213,25807147,25807131,67,
v5/Pose/yolov5-SimSPPF-pose.yaml,yolov5-SimSPPF-pose-m,m,pose,80,214,25807147,25807131,67,
v5/Pose/yolov5-pose.yaml,yolov5-pose-m,m,pose,80,213,25807147,25807131,67,
v5/Detect/yolov5-old.yaml,yolov5-old-m,m,detect,80,207,25296544,25296528,67,
v5/OBB/yolov5-CAConv-obb.yaml,yolov5-CAConv-obb-m,m,obb,80,277,25872199,25872183,67.1,
v5/Pose/yolov5-SEAttention-pose.yaml,yolov5-SEAttention-pose-m,m,pose,80,218,25880875,25880859,67.1,
v5/Pose/yolov5-CAConv-pose.yaml,yolov5-CAConv-pose-m,m,pose,80,277,25924351,25924335,67.3,
v11/Detect/yolov11-CAFormer.yaml,yolov11-CAFormer-n,n,detect,80,450,28268808,28268792,67.4,
v5/OBB/yolov5-CrissCrossAttention-obb.yaml,yolov5-CrissCrossAttention-obb-m,m,obb,80,217,26493236,26493220,67.4,
v5/OBB/yolov5-SegNextAttention-obb.yaml,yolov5-SegNextAttention-obb-m,m,obb,80,221,26430067,26430051,67.4,
v5/Segment/yolov5-mobilev3l-seg.yaml,yolov5-mobilev3l-seg,-,segment,80,274,8780126,8780110,67.5,
v10/Detect/yolov10n-HGNet-x.yaml,yolov10n-HGNet-x-n,n,detect,80,316,24732432,24732416,67.6,
v11/Detect/yolov11-IdentityFormer.yaml,yolov11-IdentityFormer-l,l,detect,80,402,26346176,26346160,67.6,
v11/Detect/yolov11-PoolFormer.yaml,yolov11-PoolFormer-l,l,detect,80,328,25857664,25857648,67.6,
v11/Detect/yolov11-PoolFormerv2.yaml,yolov11-PoolFormerv2-l,l,detect,80,402,26346176,26346160,67.6,
v11/Detect/yolov11-ResNet_MoE.yaml,yolov11-ResNet_MoE-l,l,detect,80,272,26111208,26111192,67.6,
v5/Detect/yolov5-p7.yaml,yolov5-p7-m,m,detect,80,320,68176448,68176432,67.6,
v5/Pose/yolov5-CrissCrossAttention-pose.yaml,yolov5-CrissCrossAttention-pose-m,m,pose,80,217,26545388,26545372,67.6,
v5/Pose/yolov5-SegNextAttention-pose.yaml,yolov5-SegNextAttention-pose-m,m,pose,80,221,26482219,26482203,67.6,
v11/Detect/yolov11-MALA.yaml,yolov11-MALA-m,m,detect,80,324,26078760,26078744,67.7,
v11/Detect/yolov11-RAVLT.yaml,yolov11-RAVLT-m,m,detect,80,324,26078760,26078744,67.7,
v5/Detect/yolov5-GAMAttention.yaml,yolov5-GAMAttention-m,m,detect,80,206,29022880,29022864,67.7,
v8/Detect/yolov8-C2f-EMBC.yaml,yolov8-C2f-EMBC-m,m,detect,80,290,30203632,30203616,67.7,
v11/Detect/yolov11-DiT-CCFM-IDetect.yaml,yolov11-DiT-CCFM-IDetect-m,m,detect,80,249,22689712,22689696,67.8,
v7/Classify/yolov7-cls.yaml,yolov7-cls,-,classify,80,98,14787568,14787568,67.8,
v5/OBB/yolov5-obb-p6.yaml,yolov5-obb-p6-m,m,obb,80,279,42135412,42135396,67.9,
v7/Segment/yolov7-tiny-RepNCSPELAN-seg.yaml,yolov7-tiny-RepNCSPELAN-seg,-,segment,80,399,7865584,7865568,67.9,
12/yolo12.yaml,yolo12-m,m,detect,80,316,20150016,20150000,68,
v12/Detect/yolov12.yaml,yolov12-m,m,detect,80,316,20150016,20150000,68,
v5/Detect/yolov5-old-p6.yaml,yolov5-old-p6-m,m,detect,80,268,41407152,41407136,68.1,
v5/Pose/yolov5-pose-p6.yaml,yolov5-pose-p6-m,m,pose,80,279,42208404,42208388,68.2,
v7/Segment/yolov7-tiny-MobileOne-seg.yaml,yolov7-tiny-MobileOne-seg,-,segment,80,540,8553904,8553888,68.3,
v8/Detect/yolov8-RepNCSPELAN.yaml,yolov8-RepNCSPELAN-l,l,detect,80,347,22659264,22659248,68.3,
Other/vHeat/v8/Detect/yolov8-vHeat-T.yaml,yolov8-vHeat-T-m,m,detect,80,198,25563688,25563672,68.4,
v11/Detect/yolov11-C2PSA-CGA.yaml,yolov11-C2PSA-CGA-m,m,detect,80,243,20007044,20007028,68.4,
v11/Detect/yolov11-ConvFormer.yaml,yolov11-ConvFormer-n,n,detect,80,462,28701600,28701584,68.4,
v8/Segment/yolov8-Lite-c-seg.yaml,yolov8-Lite-c-seg-l,l,segment,80,236,9060480,9060464,68.4,
11/yolo11.yaml,yolo11-m,m,detect,80,232,20114688,20114672,68.5,
v11/Detect/yolov11-BCN.yaml,yolov11-BCN-m,m,detect,80,233,20116928,20116912,68.5,
v11/Detect/yolov11-BiFPN.yaml,yolov11-BiFPN-m,m,detect,80,232,20114697,20114681,68.5,
v11/Detect/yolov11-C2PSA-KS.yaml,yolov11-C2PSA-KS-m,m,detect,80,239,20038406,20038390,68.5,
v11/Detect/yolov11-C3K2-DiTBlock.yaml,yolov11-C3K2-DiTBlock-m,m,detect,80,232,20114688,20114672,68.5,
v11/Detect/yolov11-C3k2-UIB.yaml,yolov11-C3k2-UIB-m,m,detect,80,232,20114688,20114672,68.5,
v11/Detect/yolov11.yaml,yolov11-m,m,detect,80,232,20114688,20114672,68.5,
v11/Detect/yolov11-C2PSA-Agent.yaml,yolov11-C2PSA-Agent-m,m,detect,80,233,20218928,20218912,68.6,
v11/Detect/yolov11-C2PSA-DAT.yaml,yolov11-C2PSA-DAT-m,m,detect,80,234,20201472,20201456,68.6,
v7/Classify/yolov7-cls-w6.yaml,yolov7-cls-w6,-,classify,80,94,37404368,37404368,68.6,
v5/OBB/yolov5-CPCA-obb.yaml,yolov5-CPCA-obb-m,m,obb,80,215,26936179,26936163,68.7,
v5/OBB/yolov5-DAttention-obb.yaml,yolov5-DAttention-obb-m,m,obb,80,224,28191091,28191075,68.8,
v11/Detect/yolov11-HorNet.yaml,yolov11-HorNet-n,n,detect,80,427,23816368,23816352,68.9,
v5/Pose/yolov5-CPCA-pose.yaml,yolov5-CPCA-pose-m,m,pose,80,215,26988331,26988315,68.9,
v11/Detect/yolov11-C2PSA_HV_LCA.yaml,yolov11-C2PSA_HV_LCA-m,m,detect,80,235,20730020,20730004,69,
v11/Detect/yolov11-C2PSA_HV_LCA_DynamicTanh.yaml,yolov11-C2PSA_HV_LCA_DynamicTanh-m,m,detect,80,236,20730025,20730009,69,
v5/Pose/yolov5-DAttention-pose.yaml,yolov5-DAttention-pose-m,m,pose,80,224,28243243,28243227,69,
v11/Detect/yolov11-C3k2-OREPA-backbone-v10Detect.yaml,yolov11-C3k2-OREPA-backbone-v10Detect-m,m,detect,80,261,25539888,25539872,69.1,
v11/Detect/yolov11-LSKNet.yaml,yolov11-LSKNet-l,l,detect,80,368,24589552,24589536,69.1,
v8/yolov8-ghost-p2.yaml,yolov8-ghost-p2-l,l,detect,80,579,12214448,12214432,69.1,
v11/Detect/yolov11-MobileOne.yaml,yolov11-MobileOne-l,l,detect,80,346,22200576,22200560,69.2,
v5/Detect/yolov5-hornet-neck.yaml,yolov5-hornet-neck-m,m,detect,80,196,28670848,28670832,69.2,
v5/OBB/yolov5-hornet-backbone-obb.yaml,yolov5-hornet-backbone-obb-m,m,obb,80,185,27896755,27896739,69.2,
v7/Segment/yolov7-tiny-AKConv-seg.yaml,yolov7-tiny-AKConv-seg,-,segment,80,206,9096456,9096440,69.2,
v11/Detect/yolov11-C2PSA-DiT.yaml,yolov11-C2PSA-DiT-m,m,detect,80,237,21097216,21097200,69.3,
v5/Pose/yolov5-hornet-backbone-pose.yaml,yolov5-hornet-backbone-pose-m,m,pose,80,185,27948907,27948891,69.4,
v8/Detect/yolov8-C2f-GhostModule-DynamicConv.yaml,yolov8-C2f-GhostModule-DynamicConv-l,l,detect,80,331,22392432,22392416,69.4,
v11/Detect/yolov11-STViT-CCFM.yaml,yolov11-STViT-CCFM-n,n,detect,80,454,26658464,26655208,69.5,
v11/Pose/yolov11-C2PSA-DiT-C3k2-WTConv-CCFM-pose.yaml,yolov11-C2PSA-DiT-C3k2-WTConv-CCFM-pose-l,l,pose,80,457,18985305,18907465,69.5,
v7/Detect/u6/yolov7-rtdetr-u6.yaml,yolov7-rtdetr-u6-m,m,detect,80,349,26796740,26796740,69.5,
v8/Detect/yolov8-C2f-OREPA.yaml,yolov8-C2f-OREPA-l,l,detect,80,150,100874496,100874480,69.5,
v5/Classify/yolov5-AIFI-cls.yaml,yolov5-AIFI-cls-l,l,classify,80,135,27346896,27346896,69.6,
v8/Segment/yolov8-mobilev3l-seg.yaml,yolov8-mobilev3l-seg,-,segment,80,262,9705054,9705038,69.6,
v5/Detect/yolov5-D-LKAAttention.yaml,yolov5-D-LKAAttention-m,m,detect,80,206,31588148,31588132,69.7,
v5/OBB/yolov5-l-mobilenetv3s-obb.yaml,yolov5-l-mobilenetv3s-obb,-,obb,80,274,28557201,28557185,69.7,
v11/Detect/yolov11-C3k2-FasterBlock-OREPA-v10Detect.yaml,yolov11-C3k2-FasterBlock-OREPA-v10Detect-l,l,detect,80,397,46445488,46445472,69.8,
v11/Detect/yolov11-EViT-CCFM.yaml,yolov11-EViT-CCFM-n,n,detect,80,826,25528048,25528032,69.8,
v11/Detect/yolov11-OREPA-v10Detect.yaml,yolov11-OREPA-v10Detect-l,l,detect,80,397,46445488,46445472,69.8,
v11/Detect/yolov11-SMT.yaml,yolov11-SMT-m,m,detect,80,423,23017320,23017304,69.8,
v5/Detect/yolov5-scal-zoom.yaml,yolov5-scal-zoom-m,m,detect,80,212,25685728,25685712,69.8,
v5/OBB/yolov5-obb-p7.yaml,yolov5-obb-p7-m,m,obb,80,345,69442549,69442533,69.8,
v11/Detect/yolov11-OREPA-C2PSA-DAT-v10Detect.yaml,yolov11-OREPA-C2PSA-DAT-v10Detect-l,l,detect,80,401,46619056,46619040,69.9,
v5/OBB/yolov5-GAMAttention-obb.yaml,yolov5-GAMAttention-obb-m,m,obb,80,221,29666419,29666403,69.9,
v5/Pose/yolov5-pose-p7.yaml,yolov5-pose-p7-m,m,pose,80,345,69541565,69541549,70,
v5/Segment/yolov5-MobileOne-Lite-g-seg.yaml,yolov5-MobileOne-Lite-g-seg-l,l,segment,80,272,7432992,7432976,70,
v5/Pose/yolov5-GAMAttention-pose.yaml,yolov5-GAMAttention-pose-m,m,pose,80,221,29718571,29718555,70.2,
v8/Detect/yolov8-C2f-MSBlockv2.yaml,yolov8-C2f-MSBlockv2-m,m,detect,80,615,23334352,23334336,70.2,
v11/Pose/yolov11-PartialNet-CCFM-pose.yaml,yolov11-PartialNet-CCFM-pose-m,m,pose,80,450,33567441,33567425,70.3,
v11/Pose/yolov11-SlimNeck-BiFPN-pose.yaml,yolov11-SlimNeck-BiFPN-pose-m,m,pose,80,406,19150437,19150421,70.3,
v7/Segment/deploy/yolov7-tiny-seg.yaml,yolov7-tiny-seg,-,segment,80,186,9590528,9590512,70.3,
v7/Segment/deploy/yolov7-tiny-silu-seg.yaml,yolov7-tiny-silu-seg,-,segment,80,186,9590528,9590512,70.3,
v7/Segment/yolov7-tiny-SiLU-seg.yaml,yolov7-tiny-SiLU-seg,-,segment,80,198,9592752,9592736,70.3,
v7/Segment/yolov7-tiny-seg.yaml,yolov7-tiny-seg,-,segment,80,198,9592752,9592736,70.3,
v11/Detect/yolov11-PolaFormer.yaml,yolov11-PolaFormer-l,l,detect,80,352,32294208,32294192,70.3,
v11/Detect/yolov11-MLLA.yaml,yolov11-MLLA-n,n,detect,80,477,25797264,25797248,70.5,
v5/Pose/yolov5-old-pose-p6.yaml,yolov5-old-pose-p6-m,m,pose,80,288,42393492,42393476,70.5,
v11/Detect/yolov11-STViT.yaml,yolov11-STViT-n,n,detect,80,444,27426016,27422760,70.6,
v8/yolov8-cls-resnet50.yaml,yolov8-cls-resnet50-n,n,classify,1000,145,27413032,27413032,70.6,
v8/yolov8-cls-resnet50.yaml,yolov8-cls-resnet50-s,s,classify,1000,145,27413032,27413032,70.6,
v8/yolov8-cls-resnet50.yaml,yolov8-cls-resnet50-m,m,classify,1000,145,27413032,27413032,70.6,
v8/yolov8-cls-resnet50.yaml,yolov8-cls-resnet50-l,l,classify,1000,145,27413032,27413032,70.6,
v8/yolov8-cls-resnet50.yaml,yolov8-cls-resnet50-x,x,classify,1000,145,27413032,27413032,70.6,
v5/Pose/yolov5-boost-pose.yaml,yolov5-boost-pose-m,m,pose,80,293,43297052,43297036,70.7,
v11/Detect/yolov11-ResNet.yaml,yolov11-ResNet-s,s,detect,80,210,26932928,26932912,70.8,
v8/Detect/yolov8-hornet-backbone.yaml,yolov8-hornet-backbone-m,m,detect,80,158,24015280,24015264,70.8,
v5/Classify/yolov5-cls.yaml,yolov5-cls-l,l,classify,80,130,27998672,27998672,70.9,
v11/Detect/yolov11-EViT.yaml,yolov11-EViT-l,l,detect,80,655,25653240,25653224,71,
v11/Detect/yolov11-DiT-C3k2-WTConv-CCFM.yaml,yolov11-DiT-C3k2-WTConv-CCFM-l,l,detect,80,427,24453504,24375664,71.1,
v5/OBB/yolov5-hornet-neck-obb.yaml,yolov5-hornet-neck-obb-m,m,obb,80,211,29314387,29314371,71.4,
v11/Detect/yolov11-C2PSA-SENetV2-LightHGNetV2-l-CCFM.yaml,yolov11-C2PSA-SENetV2-LightHGNetV2-l-CCFM-l,l,detect,80,364,26751504,26751488,71.5,
v11/Detect/yolov11-DiT.yaml,yolov11-DiT-m,m,detect,80,227,23849984,23849968,71.5,
v5/Pose/yolov5-hornet-neck-pose.yaml,yolov5-hornet-neck-pose-m,m,pose,80,211,29366539,29366523,71.6,
v5/Segment/yolov5-PPLCNet-seg.yaml,yolov5-PPLCNet-seg-m,m,segment,80,200,21740280,21740264,71.6,
12/yolo12-obb.yaml,yolo12-obb-m,m,obb,80,331,20998851,20998835,71.7,
12/yolo12-pose.yaml,yolo12-pose-m,m,pose,80,331,21008601,21008585,71.7,
v12/OBB/yolov12-obb.yaml,yolov12-obb-m,m,obb,80,331,20998851,20998835,71.7,
v12/Pose/yolov12-pose.yaml,yolov12-pose-m,m,pose,80,331,21008601,21008585,71.7,
v8/Detect/yolov8-Extend.yaml,yolov8-Extend-m,m,detect,80,222,23420382,23420366,71.9,
v5/OBB/yolov5-D-LKAAttention-obb.yaml,yolov5-D-LKAAttention-obb-m,m,obb,80,221,32231687,32231671,72,
v8/OBB/yolov8-RepNCSPELAN-obb.yaml,yolov8-RepNCSPELAN-obb-l,l,obb,80,362,23508099,23508083,72,
v8/Pose/yolov8-RepNCSPELAN.yaml,yolov8-RepNCSPELAN-l,l,pose,80,362,23517849,23517833,72,
v11/Detect/yolov11-COSNet.yaml,yolov11-COSNet-l,l,detect,80,464,27062592,27062576,72.1,
v11/Detect/yolov11-Mamba-v10Detect.yaml,yolov11-Mamba-v10Detect-m,m,detect,80,497,20689200,20689184,72.1,
11/yolo11-obb.yaml,yolo11-obb-m,m,obb,80,247,20963523,20963507,72.2,
